customer_id,signup_date,customer_segment,city,age_group
CUST-03960,2025-07-19,VIP,Cairo ,35-44
CUST-03961,07-31-2025,Occasional Buyer,Hurghada,25-34
CUST-03962,27/01/2024,Occasional Buyer,Zagazig ,45-54
CUST-03963,2024-04-28,Returning Customer,GIZA,35-44
CUST-03964,29/03/2023,New Customer,Zagazig,18-24
CUST-03965,12-10-2025,Returning Customer,Luxor,35-44
CUST-03966,23/06/2024,VIP,Cairo,55+
CUST-03967,2024-03-04,VIP,Giza ,18-24
CUST-03968,2023-07-29,VIP,Alexandria,25-34
CUST-03969,31/03/2025,New Customer,Hurghada,45-54
CUST-03970,2025-12-29,New Customer,Port Said,45-54
CUST-03971,11/07/2025,New Customer,Port Said,25-34
CUST-03972,04-20-2024,VIP,Tanta,55+
CUST-03973,20/08/2024,Occasional Buyer,Tanta,35-44
CUST-03974,20/02/2023,Occasional Buyer,Mansoura,18-24
CUST-03975,2023-05-16,Returning Customer,Aswan,45-54
CUST-03976,03-23-2024,Returning Customer,Luxor,35-44
CUST-03977,17/10/2025,Returning Customer,Zagazig,25-34
CUST-03978,2025-06-18,Occasional Buyer,Mansoura,25-34
CUST-03979,03-19-2023,New Customer,Alexandria,35-44
CUST-03980,2024-09-15,Returning Customer,Alexandria,18-24
CUST-03981,2025-02-08,VIP,Zagazig,35-44
CUST-03982,21/05/2024,Occasional Buyer,Port Said ,25-34
CUST-03983,06/09/2024,Occasional Buyer,Tanta,45-54
CUST-03984,28/12/2023,VIP,Giza,18-24
CUST-03985,09-24-2025,New Customer,Tanta,45-54
CUST-03986,2023-01-07,Returning Customer,Zagazig,18-24
CUST-03987,17/11/2025,New Customer,Giza,35-44
CUST-03988,22/07/2023,VIP,Mansoura,45-54
CUST-03989,30/04/2023,Returning Customer,Port Said,45-54
CUST-03990,08-12-2024,Returning Customer,Cairo,25-34
CUST-03991,04-09-2025,Returning Customer,Tanta,18-24
CUST-03992,11-07-2023,VIP,Aswan,18-24
CUST-03993,2025-02-26,Returning Customer,Alexandria,45-54
CUST-03994,07-30-2025,Occasional Buyer,Giza,45-54
CUST-03995,2025-06-10,Returning Customer,Giza,45-54
CUST-03996,2024-05-07,New Customer,Tanta,25-34
CUST-03997,01/10/2023,New Customer,mansoura,45-54
CUST-03998,2025-05-17,Occasional Buyer,Hurghada,55+
CUST-03999,03/02/2023,Occasional Buyer,Giza,35-44
CUST-04000,03/11/2023,Occasional Buyer,Tanta,35-44
CUST-04001,2023-02-25,Returning Customer,Port Said,35-44
CUST-04002,09/05/2023,Occasional Buyer,Luxor,45-54
CUST-04003,21/09/2024,New Customer,Alexandria ,25-34
CUST-04004,29/09/2025,Returning Customer, Alexandria,35-44
CUST-04005,02-20-2025,VIP,Port Said,25-34
CUST-04006,01-10-2024,Occasional Buyer,Luxor,35-44
CUST-04007,07-09-2023,New Customer, Tanta,35-44
CUST-04008,01-06-2023,VIP,Alexandria,25-34
CUST-04009,07-09-2024,VIP,Tanta,45-54
CUST-04010,2025-09-12,Returning Customer,Alexandria,35-44
CUST-04011,2025-08-18,New Customer,Mansoura,35-44
CUST-04012,07-19-2024,New Customer,Aswan,45-54
CUST-04013,2024-08-21,Returning Customer,Port Said,18-24
CUST-04014,17/06/2024,Occasional Buyer,Port Said,35-44
CUST-04015,2024-03-13,New Customer,Giza,55+
CUST-04016,2024-10-21,Occasional Buyer,Tanta,45-54
CUST-04017,05-20-2025,Returning Customer, Giza,35-44
CUST-04018,2025-10-25,New Customer,Cairo,55+
CUST-04019,2025-09-10,VIP,Mansoura,18-24
CUST-04020,2024-10-26,VIP,Giza,45-54
CUST-04021,2025-12-31,New Customer,Aswan,18-24
CUST-04022,2025-09-22,Occasional Buyer, Hurghada,45-54
CUST-04023,10/12/2025,VIP,Zagazig,45-54
CUST-04024,04-19-2023,New Customer,Aswan,45-54
CUST-04025,02-10-2024,New Customer,Mansoura,35-44
CUST-04026,2024-01-03,Occasional Buyer,mansoura,25-34
CUST-04027,04-22-2023,Occasional Buyer,Alexandria,35-44
CUST-04028,2023-02-08,Returning Customer,Zagazig,18-24
CUST-04029,2023-07-16,New Customer,Tanta,45-54
CUST-04030,17/03/2023,New Customer,Giza,55+
CUST-04031,2023-10-18,Occasional Buyer,Cairo,25-34
CUST-04032,2024-02-26,Returning Customer,Hurghada,25-34
CUST-04033,2024-07-23,VIP,Cairo,55+
CUST-04034,09-25-2023,Returning Customer,Alexandria ,25-34
CUST-04035,02-26-2023,New Customer,Giza,18-24
CUST-04036,03-01-2024,VIP,Tanta,55+
CUST-04037,2023-07-26,Returning Customer,Mansoura,55+
CUST-04038,2025-02-14,Returning Customer,Giza,55+
CUST-04039,04/06/2024,VIP,Zagazig,25-34
CUST-04040,09-15-2024,Occasional Buyer,Alexandria,35-44
CUST-04041,2025-06-25,Returning Customer,Aswan,55+
CUST-04042,2025-05-30,VIP,Aswan,18-24
CUST-04043,31/12/2024,Occasional Buyer,Mansoura,45-54
CUST-04044,05-11-2024,VIP,Tanta,45-54
CUST-04045,20/04/2024,New Customer,Zagazig,25-34
CUST-04046,24/02/2025,VIP,Aswan,18-24
CUST-04047,01/07/2024,Returning Customer,Luxor,25-34
CUST-04048,11-12-2025,Occasional Buyer,Cairo,18-24
CUST-04049,29/06/2024,Returning Customer,Luxor,55+
CUST-04050,29/01/2025,Occasional Buyer,Alexandria,35-44
CUST-04051,03-17-2025,VIP,Aswan,35-44
CUST-04052,03-02-2024,Occasional Buyer,Hurghada,55+
CUST-04053,2024-11-25,VIP,Mansoura,45-54
CUST-04054,2025-10-08,VIP,Port Said ,18-24
CUST-04055,11-17-2023,Occasional Buyer,Luxor,55+
CUST-04056,04/04/2024,Returning Customer,Zagazig,35-44
CUST-04057,21/04/2025,Occasional Buyer,Hurghada,55+
CUST-04058,2023-02-23,Occasional Buyer,Aswan,25-34
CUST-04059,29/08/2024,Returning Customer,Port Said,55+
CUST-04060,2023-06-08,VIP,Aswan,55+
CUST-04061,20/06/2023,Returning Customer,Giza,18-24
CUST-04062,2023-03-01,Occasional Buyer,Mansoura,45-54
CUST-04063,2023-09-25,Occasional Buyer,Aswan,18-24
CUST-04064,07-15-2023,Occasional Buyer,Tanta,55+
CUST-04065,2023-02-09,Occasional Buyer,Hurghada,55+
CUST-04066,2024-03-01,New Customer,Giza,45-54
CUST-04067,07/02/2024,Occasional Buyer,Port Said,35-44
CUST-04068,07-23-2024,Returning Customer,Alexandria,35-44
CUST-04069,2024-12-06,Returning Customer,Aswan,45-54
CUST-04070,10-12-2023,VIP,Port Said ,55+
CUST-04071,06-21-2024,New Customer,Hurghada,18-24
CUST-04072,01-07-2024,Occasional Buyer,Aswan,55+
CUST-04073,07-31-2025,Occasional Buyer,Giza,18-24
CUST-04074,2025-04-23,Returning Customer,Hurghada,55+
CUST-04075,2023-08-16,Occasional Buyer,CAIRO,55+
CUST-04076,26/02/2023,Returning Customer,Giza,35-44
CUST-04077,2023-03-11,Returning Customer,Giza,35-44
CUST-04078,03-17-2024,Occasional Buyer,Luxor,25-34
CUST-04079,2024-07-14,VIP, Hurghada,55+
CUST-04080,06-27-2024,New Customer,Giza,45-54
CUST-04081,2025-10-07,New Customer,PORT SAID,55+
CUST-04082,06/07/2023,New Customer,Giza,55+
CUST-04083,2023-06-20,VIP,Cairo,25-34
CUST-04084,03-21-2023,Occasional Buyer,Alexandria,18-24
CUST-04085,2025-04-07,New Customer,Hurghada,55+
CUST-04086,23/03/2023,Returning Customer,Mansoura,25-34
CUST-04087,06-12-2024,VIP,Hurghada,35-44
CUST-04088,2023-11-16,VIP,Cairo,45-54
CUST-04089,05-06-2023,New Customer,Luxor,55+
CUST-04090,07-24-2023,Occasional Buyer,MANSOURA,45-54
CUST-04091,22/07/2023,New Customer,Giza,25-34
CUST-04092,07-20-2023,VIP,Port Said,18-24
CUST-04093,05/10/2023,New Customer,Tanta,55+
CUST-04094,2023-06-30,New Customer,Tanta,55+
CUST-04095,29/07/2025,Returning Customer,Tanta,18-24
CUST-04096,12/03/2024,VIP,Aswan,35-44
CUST-04097,05-27-2025,New Customer,Mansoura,18-24
CUST-04098,18/03/2023,New Customer,Luxor,45-54
CUST-04099,08/09/2023,Returning Customer,Port Said,25-34
CUST-04100,01/09/2023,New Customer,zagazig,18-24
CUST-04101,18/11/2024,New Customer,Mansoura,45-54
CUST-04102,2024-01-15,Occasional Buyer,Aswan,35-44
CUST-04103,21/11/2024,Returning Customer,Alexandria,45-54
CUST-04104,2024-09-30,Returning Customer,Giza,35-44
CUST-04105,09-23-2025,Occasional Buyer,Giza,55+
CUST-04106,07-19-2024,VIP,Hurghada,55+
CUST-04107,08-01-2024,Returning Customer,Hurghada,18-24
CUST-04108,01-26-2025,VIP,Giza,35-44
CUST-04109,03/04/2025,VIP,Mansoura,35-44
CUST-04110,26/10/2023,New Customer,Alexandria,45-54
CUST-04111,04-07-2025,VIP,Alexandria,18-24
CUST-04112,2024-06-14,Occasional Buyer,Aswan,18-24
CUST-04113,2024-08-25,Returning Customer,Tanta ,55+
CUST-04114,12/05/2025,New Customer,Alexandria,55+
CUST-04115,2025-06-30,New Customer,Giza,45-54
CUST-04116,04-17-2025,New Customer,Hurghada,18-24
CUST-04117,09-22-2025,Returning Customer,Alexandria ,25-34
CUST-04118,01-29-2024,New Customer,Hurghada,25-34
CUST-04119,2023-10-14,Returning Customer,Mansoura,55+
CUST-04120,2023-11-14,VIP,Tanta,25-34
CUST-04121,13/12/2025,VIP,MANSOURA,18-24
CUST-04122,21/03/2023,Occasional Buyer,Hurghada,18-24
CUST-04123,2024-04-12,New Customer,Zagazig,35-44
CUST-04124,2023-03-02,VIP,Zagazig,45-54
CUST-04125,10-26-2023,Returning Customer,Alexandria,18-24
CUST-04126,2025-06-13,VIP,Tanta,55+
CUST-04127,25/03/2023,Returning Customer, Port Said,18-24
CUST-04128,30/05/2023,New Customer,Cairo,35-44
CUST-04129,2024-05-11,VIP,Tanta,25-34
CUST-04130,11-11-2025,VIP,Giza,55+
CUST-04131,19/04/2025,Returning Customer,Luxor,25-34
CUST-04132,06-24-2023,Returning Customer,hurghada,35-44
CUST-04133,10-16-2025,New Customer,Hurghada,25-34
CUST-04134,08-09-2025,New Customer,Hurghada,18-24
CUST-04135,03-30-2024,Occasional Buyer,Port Said,25-34
CUST-04136,04-04-2025,New Customer,Port Said,35-44
CUST-04137,23/10/2024,VIP,Zagazig,35-44
CUST-04138,12/02/2023,Returning Customer,Hurghada,18-24
CUST-04139,08/05/2025,New Customer,Port Said,35-44
CUST-04140,11-10-2023,Occasional Buyer,Hurghada,18-24
CUST-04141,06/03/2025,Occasional Buyer,Zagazig,45-54
CUST-04142,13/07/2024,New Customer,ZAGAZIG,25-34
CUST-04143,2025-06-28,Returning Customer,Aswan,55+
CUST-04144,05-22-2023,New Customer,Tanta,25-34
CUST-04145,11/02/2023,Returning Customer,Hurghada,45-54
CUST-04146,26/11/2023,VIP,Port Said,45-54
CUST-04147,18/10/2025,New Customer,Alexandria,25-34
CUST-04148,07/05/2024,Returning Customer,Alexandria,55+
CUST-04149,10/01/2023,New Customer,Cairo,25-34
CUST-04150,09-22-2024,VIP,Giza,45-54
CUST-04151,08-10-2023,VIP,Zagazig,35-44
CUST-04152,2023-02-28,Occasional Buyer,Aswan,45-54
CUST-04153,31/01/2023,Returning Customer,Alexandria,18-24
CUST-04154,2024-05-04,Returning Customer,Mansoura,35-44
CUST-04155,2024-08-19,Returning Customer,Zagazig,35-44
CUST-04156,13/10/2023,Returning Customer,Hurghada,25-34
CUST-04157,2025-06-10,New Customer,Aswan,18-24
CUST-04158,2025-09-21,Returning Customer,Tanta,18-24
CUST-04159,10/09/2024,Occasional Buyer,Giza,25-34
CUST-04160,09-02-2023,Returning Customer,Zagazig,45-54
CUST-04161,2025-02-22,Occasional Buyer,Port Said,18-24
CUST-04162,2025-03-22,VIP,Mansoura,25-34
CUST-04163,09-06-2023,Returning Customer,Mansoura,35-44
CUST-04164,2025-12-24,Returning Customer,Zagazig,45-54
CUST-04165,2023-07-15,New Customer,Port Said,25-34
CUST-04166,03-09-2024,Returning Customer,Zagazig,45-54
CUST-04167,2023-06-23,New Customer,Port Said,25-34
CUST-04168,2024-11-30,Occasional Buyer,Aswan,35-44
CUST-04169,02-10-2025,Occasional Buyer,TANTA,35-44
CUST-04170,09-25-2024,Occasional Buyer,Cairo,55+
CUST-04171,2023-10-20,VIP,Mansoura,35-44
CUST-04172,03-20-2024,Returning Customer,Alexandria ,45-54
CUST-04173,2025-08-11,VIP,Hurghada,35-44
CUST-04174,2025-06-22,Occasional Buyer,Tanta,55+
CUST-04175,2024-08-28,New Customer,Zagazig,45-54
CUST-04176,18/10/2025,Occasional Buyer,Aswan,35-44
CUST-04177,12-29-2023,Occasional Buyer,Luxor,55+
CUST-04178,2023-11-24,VIP,Hurghada,18-24
CUST-04179,04-13-2025,New Customer,Giza,25-34
CUST-04180,22/05/2023,Occasional Buyer,Giza,45-54
CUST-04181,02-19-2023,Occasional Buyer,Aswan,25-34
CUST-04182,2024-11-17,Returning Customer,Mansoura,45-54
CUST-04183,10/09/2023,Returning Customer,hurghada,45-54
CUST-04184,11-24-2025,VIP,Tanta,45-54
CUST-04185,21/06/2023,Returning Customer,Giza,25-34
CUST-04186,2023-02-14,Returning Customer,Cairo,35-44
CUST-04187,05-18-2024,Returning Customer,Port Said,18-24
CUST-04188,29/02/2024,Occasional Buyer,Alexandria,55+
CUST-04189,02-17-2025,Returning Customer,Aswan,45-54
CUST-04190,12/06/2024,Returning Customer,Giza,45-54
CUST-04191,04-25-2025,New Customer,Zagazig,35-44
CUST-04192,2024-03-06,New Customer,HURGHADA,18-24
CUST-04193,2025-03-05,Occasional Buyer,Zagazig,25-34
CUST-04194,2025-06-01,VIP,luxor,45-54
CUST-04195,10/01/2024,VIP,Tanta,25-34
CUST-04196,09-28-2025,Occasional Buyer,Zagazig,45-54
CUST-04197,19/08/2025,Occasional Buyer,Aswan,55+
CUST-04198,2025-05-22,VIP,Alexandria,55+
CUST-04199,2024-08-12,New Customer,Zagazig,25-34
CUST-04200,06/10/2024,Returning Customer,Cairo,45-54
CUST-04201,10-31-2024,VIP,Aswan,25-34
CUST-04202,2023-04-22,Occasional Buyer,Aswan,45-54
CUST-04203,2024-01-03,VIP,Port Said,55+
CUST-04204,2025-06-21,VIP,Port Said,35-44
CUST-04205,2023-10-11,New Customer,Giza,35-44
CUST-04206,2023-01-09,Returning Customer,Alexandria,45-54
CUST-04207,08-03-2025,New Customer,Hurghada,35-44
CUST-04208,06/10/2025,Returning Customer,Port Said,55+
CUST-04209,19/08/2024,New Customer,Cairo,55+
CUST-04210,2025-12-20,VIP,Alexandria,25-34
CUST-04211,12/05/2024,Returning Customer,Mansoura,55+
CUST-04212,2024-07-06,Occasional Buyer,Zagazig,45-54
CUST-04213,2023-01-25,Occasional Buyer,Aswan,25-34
CUST-04214,2025-12-01,New Customer,aswan,25-34
CUST-04215,02-25-2023,VIP,Cairo,35-44
CUST-04216,17/09/2023,Returning Customer,Aswan,25-34
CUST-04217,05-16-2025,Occasional Buyer, Luxor,25-34
CUST-04218,04-10-2025,New Customer,Luxor,45-54
CUST-04219,01-18-2023,VIP,Zagazig,35-44
CUST-04220,2025-06-09,New Customer,Port Said,35-44
CUST-04221,05-08-2025,New Customer,tanta,25-34
CUST-04222,19/06/2024,New Customer,Port Said,25-34
CUST-04223,02-05-2025,New Customer,CAIRO,35-44
CUST-04224,12/03/2025,VIP,Giza,55+
CUST-04225,2023-05-03,Returning Customer,Hurghada,55+
CUST-04226,15/03/2023,New Customer,Tanta,35-44
CUST-04227,10/05/2024,Occasional Buyer,Giza,55+
CUST-04228,11-27-2024,Returning Customer,Giza,25-34
CUST-04229,05/12/2025,Returning Customer,Giza,45-54
CUST-04230,10-16-2024,New Customer,Zagazig,55+
CUST-04231,25/01/2023,VIP,Giza,45-54
CUST-04232,14/08/2023,VIP, Luxor,18-24
CUST-04233,11-13-2023,New Customer,Luxor,55+
CUST-04234,12-15-2025,Returning Customer,Hurghada,18-24
CUST-04235,2025-06-11,VIP,Giza,45-54
CUST-04236,18/05/2025,New Customer, Hurghada,45-54
CUST-04237,28/02/2025,Returning Customer,Luxor,25-34
CUST-04238,27/04/2025,New Customer,Giza,18-24
CUST-04239,2024-11-12,VIP,Hurghada,35-44
CUST-04240,18/05/2023,Occasional Buyer,Port Said,25-34
CUST-04241,26/01/2025,Returning Customer,Mansoura,55+
CUST-04242,08/11/2025,Returning Customer,Alexandria,25-34
CUST-04243,07-13-2023,Occasional Buyer,Luxor,18-24
CUST-04244,05-17-2023,VIP,Zagazig,45-54
CUST-04245,2025-09-20,New Customer,Port Said,25-34
CUST-04246,01-14-2023,VIP,Alexandria,45-54
CUST-04247,02/01/2024,Occasional Buyer,Luxor,25-34
CUST-04248,2024-06-06,VIP,Zagazig,18-24
CUST-04249,2023-12-04,VIP,Zagazig,45-54
CUST-04250,2023-08-07,Occasional Buyer,Mansoura,18-24
CUST-04251,08-24-2025,New Customer,Alexandria,25-34
CUST-04252,08/12/2023,Occasional Buyer,Luxor,18-24
CUST-04253,05/09/2023,Returning Customer,Hurghada,45-54
CUST-04254,2025-10-29,New Customer,Aswan,18-24
CUST-04255,2023-01-18,Returning Customer,luxor,35-44
CUST-04256,16/10/2023,VIP,Mansoura,18-24
CUST-04257,12-15-2024,Occasional Buyer,Luxor,18-24
CUST-04258,05-24-2025,Occasional Buyer,GIZA,55+
CUST-04259,08/06/2025,Occasional Buyer,Zagazig,45-54
CUST-04260,08-29-2024,Occasional Buyer,Cairo,25-34
CUST-04261,03/02/2024,New Customer,TANTA,25-34
CUST-04262,2023-11-27,Occasional Buyer,Tanta,35-44
CUST-04263,02-06-2024,Returning Customer,Luxor,25-34
CUST-04264,09-18-2023,New Customer,Giza,25-34
CUST-04265,2023-01-28,VIP,Luxor,45-54
CUST-04266,2024-05-13,New Customer,Aswan,55+
CUST-04267,23/08/2023,New Customer,Giza,18-24
CUST-04268,31/03/2023,Returning Customer,Giza,18-24
CUST-04269,2025-10-29,Occasional Buyer,Cairo,55+
CUST-04270,03/03/2024,VIP,Tanta,55+
CUST-04271,21/02/2024,VIP,Mansoura,25-34
CUST-04272,2025-01-03,Returning Customer, Luxor,45-54
CUST-04273,2025-08-24,VIP,Port Said,55+
CUST-04274,26/04/2025,Returning Customer,Aswan,18-24
CUST-04275,01/03/2024,Returning Customer,Giza,45-54
CUST-04276,2025-05-16,Returning Customer,Zagazig,55+
CUST-04277,11-13-2024,Returning Customer,Tanta,45-54
CUST-04278,2023-09-21,New Customer,Tanta,25-34
CUST-04279,12/02/2023,New Customer,Hurghada ,18-24
CUST-04280,10-16-2024,New Customer,Giza,35-44
CUST-04281,2024-07-27,Occasional Buyer,Mansoura,45-54
CUST-04282,02-20-2024,Returning Customer,Cairo,35-44
CUST-04283,11/05/2025,Returning Customer,Mansoura,18-24
CUST-04284,04-30-2023,New Customer,Cairo,55+
CUST-04285,04-25-2024,Occasional Buyer,Giza,18-24
CUST-04286,2024-09-26,Returning Customer,Hurghada,25-34
CUST-04287,2024-11-18,VIP,Tanta,55+
CUST-04288,01-04-2024,New Customer,Port Said,25-34
CUST-04289,04-12-2023,Returning Customer,Tanta,45-54
CUST-04290,2025-05-19,Occasional Buyer,Giza,55+
CUST-04291,2023-02-20,Returning Customer,Hurghada,45-54
CUST-04292,30/11/2025,VIP,Giza,35-44
CUST-04293,26/07/2025,Returning Customer,Cairo,18-24
CUST-04294,2024-12-15,Returning Customer, Hurghada,45-54
CUST-04295,10-15-2025,Occasional Buyer,Mansoura,35-44
CUST-04296,10-13-2023,New Customer,Giza,25-34
CUST-04297,2025-05-14,Occasional Buyer,Port Said,35-44
CUST-04298,28/02/2023,Occasional Buyer,Giza,18-24
CUST-04299,08/11/2025,Occasional Buyer,Luxor,25-34
CUST-04300,2025-12-23,Occasional Buyer,Hurghada,45-54
CUST-04301,2025-12-13,New Customer,Zagazig,45-54
CUST-04302,27/11/2023,Returning Customer,Luxor,25-34
CUST-04303,20/05/2025,Occasional Buyer,Aswan,55+
CUST-04304,01-23-2023,Returning Customer,Port Said,45-54
CUST-04305,25/06/2023,Returning Customer,Aswan,55+
CUST-04306,02/01/2023,Returning Customer,Luxor,55+
CUST-04307,06/08/2023,VIP,Alexandria,45-54
CUST-04308,10/08/2025,VIP,Alexandria,45-54
CUST-04309,2025-02-17,Returning Customer,Tanta,35-44
CUST-04310,25/12/2025,New Customer,Cairo,35-44
CUST-04311,2023-09-13,Occasional Buyer,Luxor,55+
CUST-04312,2024-01-21,Returning Customer,Port Said,35-44
CUST-04313,2025-03-22,Occasional Buyer,Zagazig,35-44
CUST-04314,2025-12-12,New Customer,Aswan,35-44
CUST-04315,03-31-2023,Returning Customer,Cairo,55+
CUST-04316,06/01/2024,Occasional Buyer,Hurghada,45-54
CUST-04317,04-12-2023,New Customer,Mansoura,55+
CUST-04318,2024-02-06,New Customer,Cairo,25-34
CUST-04319,2024-11-27,Occasional Buyer,Cairo,18-24
CUST-04320,2025-10-07,New Customer,Tanta,55+
CUST-04321,2024-12-06,Returning Customer,Alexandria,25-34
CUST-04322,2025-04-15,New Customer,Port Said,18-24
CUST-04323,2025-02-26,New Customer,Alexandria,45-54
CUST-04324,2024-02-05,VIP,Cairo,45-54
CUST-04325,17/05/2025,Occasional Buyer,Alexandria,45-54
CUST-04326,08-13-2024,VIP,Cairo,18-24
CUST-04327,21/07/2024,VIP,Tanta,45-54
CUST-04328,06-07-2024,Occasional Buyer,Cairo,45-54
CUST-04329,03-02-2024,VIP,Zagazig,35-44
CUST-04330,24/03/2024,New Customer,Tanta,45-54
CUST-04331,05-07-2025,Returning Customer,Zagazig,35-44
CUST-04332,03/11/2025,Returning Customer,Mansoura,35-44
CUST-04333,28/05/2025,Occasional Buyer,Alexandria,45-54
CUST-04334,05/09/2024,Returning Customer,Hurghada,45-54
CUST-04335,08-26-2025,Occasional Buyer, Zagazig,55+
CUST-04336,2024-08-18,Occasional Buyer,Mansoura,55+
CUST-04337,23/03/2024,Returning Customer,Tanta,45-54
CUST-04338,2024-11-21,VIP,HURGHADA,35-44
CUST-04339,05-03-2023,New Customer,Zagazig,55+
CUST-04340,05/07/2024,Returning Customer,Aswan,18-24
CUST-04341,2023-04-15,VIP,Luxor,55+
CUST-04342,2024-02-06,Occasional Buyer,Port Said,45-54
CUST-04343,18/10/2023,VIP,Port Said,35-44
CUST-04344,01-10-2023,New Customer,mansoura,35-44
CUST-04345,20/12/2024,New Customer,Giza,18-24
CUST-04346,2024-09-06,Returning Customer,Zagazig,18-24
CUST-04347,30/09/2024,Returning Customer,Mansoura,25-34
CUST-04348,08/08/2025,Returning Customer,Port Said,45-54
CUST-04349,2024-11-08,New Customer,mansoura,35-44
CUST-04350,2023-03-01,Occasional Buyer,Tanta,45-54
CUST-04351,06-25-2024,Occasional Buyer,Alexandria,45-54
CUST-04352,2024-01-11,New Customer,Zagazig,45-54
CUST-04353,2024-04-02,VIP,Hurghada,35-44
CUST-04354,06-14-2023,Occasional Buyer,Tanta,55+
CUST-04355,2023-06-15,VIP,Port Said ,35-44
CUST-04356,05/12/2024,Returning Customer,Zagazig,18-24
CUST-04357,05/05/2025,Returning Customer,Alexandria,18-24
CUST-04358,2025-05-01,Returning Customer,Luxor,45-54
CUST-04359,2023-07-15,VIP,Alexandria,35-44
CUST-04360,16/05/2025,VIP,Alexandria,25-34
CUST-04361,05-18-2025,VIP,Cairo,55+
CUST-04362,2025-06-24,New Customer,Aswan,18-24
CUST-04363,2025-05-18,New Customer,Port Said,45-54
CUST-04364,2024-05-07,VIP,Cairo,45-54
CUST-04365,08/10/2025,VIP,CAIRO,55+
CUST-04366,10-20-2023,Occasional Buyer,Alexandria,18-24
CUST-04367,21/12/2023,Returning Customer,Mansoura,55+
CUST-04368,22/12/2025,VIP,Cairo,18-24
CUST-04369,2024-08-20,Returning Customer,Alexandria,25-34
CUST-04370,31/03/2025,New Customer,Tanta,25-34
CUST-04371,2023-12-26,Returning Customer,Mansoura,45-54
CUST-04372,10/01/2025,Occasional Buyer,Zagazig,55+
CUST-04373,05-11-2023,VIP,Giza,18-24
CUST-04374,2024-08-07,New Customer,Tanta,25-34
CUST-04375,04/09/2024,VIP,Mansoura,18-24
CUST-04376,03-20-2023,Occasional Buyer,Alexandria,18-24
CUST-04377,18/10/2024,Returning Customer,Cairo,18-24
CUST-04378,2025-08-15,Occasional Buyer,Port Said,35-44
CUST-04379,2023-05-12,Returning Customer,Luxor,45-54
CUST-04380,2023-10-17,New Customer,Port Said,45-54
CUST-04381,2024-04-13,Returning Customer, Port Said,25-34
CUST-04382,2025-03-24,VIP,Port Said,45-54
CUST-04383,2025-06-10,New Customer,Luxor,55+
CUST-04384,18/11/2025,New Customer,Luxor,35-44
CUST-04385,12-10-2024,New Customer,Port Said,25-34
CUST-04386,26/04/2023,VIP,tanta,18-24
CUST-04387,09-26-2023,Returning Customer,Aswan,55+
CUST-04388,03-12-2023,VIP,Mansoura,18-24
CUST-04389,15/12/2023,Occasional Buyer,Port Said,45-54
CUST-04390,04-07-2023,New Customer,Mansoura,55+
CUST-04391,26/02/2024,Occasional Buyer,Tanta,35-44
CUST-04392,05-21-2023,Returning Customer,Hurghada,45-54
CUST-04393,2025-10-31,New Customer,Giza,55+
CUST-04394,2023-09-28,New Customer,LUXOR,18-24
CUST-04395,14/05/2024,Occasional Buyer, Mansoura,35-44
CUST-04396,2023-11-24,New Customer,Alexandria,55+
CUST-04397,2023-12-13,Returning Customer, Zagazig,25-34
CUST-04398,06-07-2023,New Customer,Aswan,45-54
CUST-04399,2024-03-31,Returning Customer,Aswan,18-24
CUST-04400,09-07-2025,Occasional Buyer,Mansoura,45-54
CUST-04401,11-11-2025,VIP,Port Said,45-54
CUST-04402,2025-09-14,New Customer,alexandria,18-24
CUST-04403,2024-06-10,Occasional Buyer,Giza,45-54
CUST-04404,2023-08-22,VIP,Aswan,18-24
CUST-04405,27/12/2025,New Customer,Port Said,45-54
CUST-04406,14/01/2023,New Customer,Hurghada,55+
CUST-04407,14/06/2023,VIP,Port Said,35-44
CUST-04408,10/05/2025,Returning Customer,Port Said,35-44
CUST-04409,2024-11-24,Returning Customer,Aswan,45-54
CUST-04410,10/06/2023,Occasional Buyer,Mansoura,18-24
CUST-04411,23/10/2025,Returning Customer,Hurghada,25-34
CUST-04412,2024-12-26,Returning Customer,Aswan,45-54
CUST-04413,2025-06-21,New Customer,Hurghada,45-54
CUST-04414,2024-02-29,Returning Customer,Luxor,55+
CUST-04415,2025-09-05,Returning Customer,Tanta,25-34
CUST-04416,2024-08-14,VIP,Aswan,45-54
CUST-04417,19/02/2025,Occasional Buyer,Alexandria,25-34
CUST-04418,01-02-2023,New Customer,Tanta ,45-54
CUST-04419,2023-07-18,New Customer,Tanta,35-44
CUST-04420,2025-11-13,Occasional Buyer,Mansoura,45-54
CUST-04421,29/02/2024,Occasional Buyer,ASWAN,45-54
CUST-04422,10-03-2024,Occasional Buyer,Aswan,45-54
CUST-04423,14/02/2023,Returning Customer,MANSOURA,55+
CUST-04424,03-26-2024,Returning Customer,Luxor,25-34
CUST-04425,06-11-2023,Returning Customer,Zagazig,25-34
CUST-04426,21/08/2023,New Customer,Alexandria,55+
CUST-04427,2024-04-01,New Customer,Tanta,18-24
CUST-04428,02-11-2025,New Customer,Alexandria ,25-34
CUST-04429,2023-09-20,VIP,Hurghada,55+
CUST-04430,2024-01-30,New Customer,Cairo,55+
CUST-04431,31/03/2025,VIP,Cairo,55+
CUST-04432,12-02-2025,Occasional Buyer,Tanta,55+
CUST-04433,07-08-2025,New Customer,Port Said,25-34
CUST-04434,2023-08-07,New Customer,Luxor,45-54
