date,channel,campaign_name,spend,clicks,impressions,conversions,attributed_revenue
2025-09-19,Affiliate,Flash Promo - Affiliate,370.77,254,39297,21,2333.6
09-20-2025,Google Ads,Back to School - Google Ads,2437.76,4589,11786,0,0.0
20/09/2025,Meta Ads,Winter Sale - Meta Ads,2348.97,4189,50747,30,5283.34
09-20-2025,Email,Winter Sale - Email,535.75,1296,73829,0,0.0
2025-09-21,Google Ads,Back to School - Google Ads,1524.64,938,27704,70,11186.24
2025-09-21,Meta Ads,New Customer Acquisition - Meta Ads,616.25,796,40709,17,2485.51
21/09/2025,Email,Back to School - Email,1538.38,5261,51847,284,43438.41
09-21-2025,TikTok Ads,VIP Retargeting - TikTok Ads,2361.3,623,52305,16,1304.65
09-21-2025,Affiliate,Holiday Campaign - Affiliate,722.09,1931,35293,30,2416.99
22/09/2025,Google Ads,Winter Sale - Google Ads,498.56,233,47145,26,4555.78
22/09/2025,Meta Ads,Back to School - Meta Ads,2273.95,515,67798,36,4104.25
2025-09-22,Email,Summer Deals - Email,1447.93,4388,75349,322,30874.16
22/09/2025,TikTok Ads,New Customer Acquisition - TikTok Ads,138.18,2976,20187,293,20923.22
2025-09-22,Affiliate,New Customer Acquisition - Affiliate,1437.67,3289,40060,174,26205.87
23/09/2025,Google Ads,Winter Sale - Google Ads,517.27,3650,18537,382,49681.13
2025-09-23,Meta Ads,Back to School - Meta Ads,648.3,1393,48720,81,8719.32
23/09/2025,Email,Back to School - Email,1389.16,396,9374,7,693.15
2025-09-23,Affiliate,Flash Promo - Affiliate,253.23,3146,13203,99,15790.45
2025-09-24,Meta Ads,New Customer Acquisition - Meta Ads,343.23,5702,72315,413,42594.95
24/09/2025,Email,New Customer Acquisition - Email,2111.22,1841,47282,173,22901.94
09-24-2025,TikTok Ads,Back to School - TikTok Ads,1347.34,1393,34616,118,15687.04
2025-09-25,Meta Ads,VIP Retargeting - Meta Ads,1014.06,4586,54414,473,66727.58
25/09/2025,Email,VIP Retargeting - Email,1512.71,2407,31054,49,6622.02
25/09/2025,TikTok Ads,Winter Sale - TikTok Ads,1002.51,4942,57767,540,92882.64
25/09/2025,Affiliate,Flash Promo - Affiliate,1078.62,3696,18968,143,6858.3
2025-09-26,Google Ads,New Customer Acquisition - Google Ads,2042.37,4504,34109,186,19596.84
26/09/2025,Meta Ads,Holiday Campaign - Meta Ads,152.21,1860,68698,218,9645.85
26/09/2025,TikTok Ads,VIP Retargeting - TikTok Ads,1620.33,5064,69465,408,29041.99
26/09/2025,Affiliate,New Customer Acquisition - Affiliate,357.08,5156,7895,1,69.42
2025-09-27,TikTok Ads,Winter Sale - TikTok Ads,246.06,971,33563,77,6156.78
27/09/2025,Affiliate,Back to School - Affiliate,232.93,3208,19088,85,12167.93
28/09/2025,Google Ads,VIP Retargeting - Google Ads,1816.2,3169,66810,286,35064.43
09-28-2025,Email,VIP Retargeting - Email,1273.57,1046,29448,0,0.0
28/09/2025,TikTok Ads,Holiday Campaign - TikTok Ads,690.68,4443,39129,152,10921.9
2025-09-28,Affiliate,Back to School - Affiliate,239.79,5693,71565,501,21955.58
2025-09-29,Meta Ads,Flash Promo - Meta Ads,2320.8,5255,53620,202,24892.02
29/09/2025,Email,VIP Retargeting - Email,2279.26,1087,75952,35,2943.88
29/09/2025,TikTok Ads,Back to School - TikTok Ads,2291.61,1625,35540,0,0.0
09-29-2025,Affiliate,VIP Retargeting - Affiliate,338.0,2420,31938,159,12232.1
2025-09-30,Meta Ads,Back to School - Meta Ads,288.7,2589,87244,195,12310.49
09-30-2025,Email,Holiday Campaign - Email,1815.53,974,6087,97,7891.09
2025-09-30,TikTok Ads,Summer Deals - TikTok Ads,386.68,3322,54665,226,32870.4
09-30-2025,Affiliate,Holiday Campaign - Affiliate,742.09,906,45391,100,11657.79
2025-10-01,Google Ads,New Customer Acquisition - Google Ads,964.72,4356,60395,0,0.0
10-01-2025,Meta Ads,Back to School - Meta Ads,353.11,902,66718,0,0.0
01/10/2025,Email,Holiday Campaign - Email,2247.9,451,20700,32,5026.63
2025-10-01,TikTok Ads,New Customer Acquisition - TikTok Ads,1448.06,559,81234,55,3168.54
02/10/2025,Meta Ads,Winter Sale - Meta Ads,2047.58,401,51760,22,1264.85
10-02-2025,Email,Flash Promo - Email,794.24,4685,83736,66,9042.72
10-02-2025,TikTok Ads,Flash Promo - TikTok Ads,1705.93,4174,75509,432,55845.32
2025-10-02,Affiliate,VIP Retargeting - Affiliate,1730.32,4730,38462,204,25778.28
2025-10-03,Google Ads,VIP Retargeting - Google Ads,2210.79,1784,35946,193,10451.86
10-03-2025,Meta Ads,Back to School - Meta Ads,2292.32,1723,69157,113,9374.82
2025-10-03,Email,VIP Retargeting - Email,669.54,2611,73662,269,40765.19
2025-10-03,TikTok Ads,Flash Promo - TikTok Ads,1629.46,3669,39175,245,23944.12
04/10/2025,Google Ads,VIP Retargeting - Google Ads,1778.61,313,46363,10,1439.76
10-04-2025,Meta Ads,New Customer Acquisition - Meta Ads,2350.23,2618,13762,183,21882.66
2025-10-04,Affiliate,VIP Retargeting - Affiliate,1381.53,334,45233,38,5474.95
2025-10-05,Google Ads,VIP Retargeting - Google Ads,2048.5,4610,51451,86,3556.66
2025-10-05,Meta Ads,Summer Deals - Meta Ads,2303.88,4254,78704,468,49202.21
10-05-2025,TikTok Ads,Winter Sale - TikTok Ads,126.26,5101,19265,82,10178.52
2025-10-05,Affiliate,Summer Deals - Affiliate,934.74,1136,11035,1,143.02
06/10/2025,Google Ads,Holiday Campaign - Google Ads,2475.89,2973,3602,230,30378.37
06/10/2025,Meta Ads,VIP Retargeting - Meta Ads,2356.71,5954,41110,678,121373.92
2025-10-06,TikTok Ads,Winter Sale - TikTok Ads,1827.65,3110,77694,179,24727.43
10-07-2025,Google Ads,VIP Retargeting - Google Ads,1543.78,1257,56947,38,3484.82
2025-10-07,Meta Ads,Back to School - Meta Ads,179.56,4710,50099,509,42317.72
10-07-2025,Email,Winter Sale - Email,301.12,4918,18884,558,50104.11
07/10/2025,TikTok Ads,Summer Deals - TikTok Ads,1876.64,5119,15191,264,12828.19
10-08-2025,TikTok Ads,Holiday Campaign - TikTok Ads,2186.56,4985,25599,52,8152.69
08/10/2025,Affiliate,Winter Sale - Affiliate,2494.67,2039,35330,103,6360.91
09/10/2025,Google Ads,Back to School - Google Ads,1953.18,718,25607,39,6195.59
10-09-2025,Meta Ads,VIP Retargeting - Meta Ads,1776.06,4745,22400,380,37412.56
09/10/2025,Email,VIP Retargeting - Email,991.83,2897,24006,0,0.0
2025-10-09,Affiliate,New Customer Acquisition - Affiliate,1487.07,320,53574,24,3423.29
10/10/2025,Email,Summer Deals - Email,1520.93,321,12741,20,2057.71
10/10/2025,TikTok Ads,Summer Deals - TikTok Ads,693.93,849,40056,74,10509.77
10/10/2025,Affiliate,Holiday Campaign - Affiliate,2444.32,2217,74526,215,30325.28
10-11-2025,Google Ads,Holiday Campaign - Google Ads,589.06,3194,79199,369,59050.84
11/10/2025,Meta Ads,Summer Deals - Meta Ads,1802.72,3179,78049,97,6800.63
10-11-2025,TikTok Ads,VIP Retargeting - TikTok Ads,1105.78,2069,39701,118,14249.12
2025-10-11,Affiliate,Winter Sale - Affiliate,2068.86,5774,7162,342,56832.58
2025-10-12,Google Ads,VIP Retargeting - Google Ads,1684.88,2916,42084,330,53181.03
2025-10-12,Meta Ads,New Customer Acquisition - Meta Ads,794.77,1212,66106,141,6951.49
10-12-2025,Email,VIP Retargeting - Email,1087.38,4622,48764,0,0.0
2025-10-12,TikTok Ads,Holiday Campaign - TikTok Ads,989.68,2811,57096,155,16544.92
10-12-2025,Affiliate,Flash Promo - Affiliate,1724.78,4904,46206,420,59718.73
2025-10-13,Google Ads,Winter Sale - Google Ads,1572.61,1747,21172,39,3521.58
2025-10-14,Google Ads,Winter Sale - Google Ads,2140.81,5618,87274,156,18502.71
10-14-2025,Meta Ads,Back to School - Meta Ads,174.17,5635,88740,430,58799.73
14/10/2025,Email,VIP Retargeting - Email,726.48,3361,35183,0,0.0
14/10/2025,Affiliate,Summer Deals - Affiliate,1541.62,847,77719,46,8204.73
15/10/2025,Google Ads,Holiday Campaign - Google Ads,1767.68,1340,51548,144,16784.66
15/10/2025,Meta Ads,VIP Retargeting - Meta Ads,1869.68,5220,14970,364,43634.35
10-15-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1050.85,702,89816,64,10892.09
15/10/2025,Affiliate,New Customer Acquisition - Affiliate,1401.18,1726,5355,21,3370.18
2025-10-16,Google Ads,VIP Retargeting - Google Ads,2039.06,3376,68810,309,48344.95
2025-10-16,Meta Ads,Flash Promo - Meta Ads,691.35,4341,66905,503,49612.98
2025-10-16,Email,VIP Retargeting - Email,725.1,4421,69534,246,24402.23
10-17-2025,Google Ads,Winter Sale - Google Ads,1647.49,3730,45389,322,26767.03
10-17-2025,Meta Ads,Winter Sale - Meta Ads,854.96,4189,62513,205,9576.02
17/10/2025,TikTok Ads,Holiday Campaign - TikTok Ads,2211.89,1877,59146,0,0.0
10-17-2025,Affiliate,New Customer Acquisition - Affiliate,357.37,1670,60244,162,12249.37
2025-10-18,Google Ads,VIP Retargeting - Google Ads,1296.15,606,38823,23,2447.8
18/10/2025,Meta Ads,VIP Retargeting - Meta Ads,1814.7,5493,72162,15,1314.33
2025-10-18,TikTok Ads,VIP Retargeting - TikTok Ads,913.07,2467,12741,52,4892.35
2025-10-19,Google Ads,Winter Sale - Google Ads,1777.1,2859,19607,206,13647.01
2025-10-19,Meta Ads,Back to School - Meta Ads,1479.71,2040,24943,241,24816.83
19/10/2025,Email,New Customer Acquisition - Email,1408.31,2937,38899,125,16562.0
20/10/2025,Email,Winter Sale - Email,1255.71,5237,87549,95,8430.46
2025-10-20,TikTok Ads,Flash Promo - TikTok Ads,1344.94,1386,25081,158,15829.55
10-20-2025,Affiliate,Flash Promo - Affiliate,387.12,2279,24054,207,26628.85
10-21-2025,Google Ads,Winter Sale - Google Ads,1779.13,5673,56438,672,99880.58
21/10/2025,Meta Ads,New Customer Acquisition - Meta Ads,2078.21,3641,14096,312,33316.8
10-21-2025,TikTok Ads,VIP Retargeting - TikTok Ads,596.33,2082,89477,64,6724.81
21/10/2025,Affiliate,Summer Deals - Affiliate,415.07,3543,76451,423,53858.12
2025-10-22,Google Ads,Winter Sale - Google Ads,1767.28,4629,62723,422,52203.75
2025-10-22,Meta Ads,Holiday Campaign - Meta Ads,1803.47,4956,42193,454,52906.79
2025-10-22,Email,Winter Sale - Email,1240.17,4483,8227,159,12931.86
2025-10-22,TikTok Ads,Summer Deals - TikTok Ads,977.45,4442,84734,307,27655.76
10-23-2025,Google Ads,VIP Retargeting - Google Ads,644.32,569,87824,18,2175.32
23/10/2025,Email,VIP Retargeting - Email,2274.27,4566,6419,108,12929.39
23/10/2025,TikTok Ads,VIP Retargeting - TikTok Ads,262.13,5295,84739,466,30456.09
10-23-2025,Affiliate,Summer Deals - Affiliate,1046.81,2131,7753,164,26847.66
24/10/2025,Meta Ads,Back to School - Meta Ads,1306.94,4118,43640,443,48229.84
10-24-2025,Email,Summer Deals - Email,1724.65,4494,39079,32,2510.74
24/10/2025,Affiliate,Flash Promo - Affiliate,1573.98,1625,41278,38,5829.38
2025-10-25,Google Ads,VIP Retargeting - Google Ads,998.58,1959,49525,0,0.0
10-25-2025,Meta Ads,Flash Promo - Meta Ads,879.5,2951,16126,282,45634.57
25/10/2025,Email,VIP Retargeting - Email,1502.94,4685,49592,102,12530.6
10-25-2025,TikTok Ads,VIP Retargeting - TikTok Ads,1233.12,4301,55804,355,25826.93
10-25-2025,Affiliate,Holiday Campaign - Affiliate,1421.65,1481,29161,59,2664.14
2025-10-26,Meta Ads,Flash Promo - Meta Ads,867.61,3414,21031,337,18059.71
26/10/2025,Email,VIP Retargeting - Email,394.73,1125,23818,51,2419.49
10-26-2025,Affiliate,New Customer Acquisition - Affiliate,2070.39,5469,24047,563,76883.03
10-27-2025,Google Ads,New Customer Acquisition - Google Ads,2342.36,2135,69245,36,2903.76
27/10/2025,Meta Ads,Back to School - Meta Ads,472.89,4875,59924,0,0.0
2025-10-27,Email,Winter Sale - Email,868.94,5074,47753,461,65098.75
10-27-2025,TikTok Ads,Flash Promo - TikTok Ads,1823.3,5639,69645,363,39219.25
10-27-2025,Affiliate,Winter Sale - Affiliate,326.78,4552,7383,101,13111.76
2025-10-28,Google Ads,New Customer Acquisition - Google Ads,1845.55,1108,86569,0,0.0
28/10/2025,Meta Ads,VIP Retargeting - Meta Ads,1006.38,5729,32065,352,43344.74
2025-10-28,TikTok Ads,Summer Deals - TikTok Ads,598.17,808,28402,35,4596.18
29/10/2025,Google Ads,Back to School - Google Ads,342.44,315,55504,37,5360.05
29/10/2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1197.78,843,50126,32,5679.08
10-29-2025,Affiliate,Flash Promo - Affiliate,717.97,183,87488,11,638.15
10-30-2025,TikTok Ads,VIP Retargeting - TikTok Ads,1051.06,5443,74341,0,0.0
2025-10-30,Affiliate,Flash Promo - Affiliate,1918.48,5075,14166,0,0.0
10-31-2025,Google Ads,New Customer Acquisition - Google Ads,1052.26,5003,40089,352,39340.84
2025-10-31,Meta Ads,Holiday Campaign - Meta Ads,804.83,3511,6034,364,35715.96
2025-10-31,Email,Summer Deals - Email,1717.89,2943,73157,156,7963.14
2025-10-31,TikTok Ads,Summer Deals - TikTok Ads,1972.87,3044,43359,250,36901.57
2025-10-31,Affiliate,New Customer Acquisition - Affiliate,1860.24,1574,23770,131,12572.01
11-01-2025,Google Ads,Back to School - Google Ads,284.5,4371,13809,481,68503.03
2025-11-01,Meta Ads,Back to School - Meta Ads,300.11,2410,42865,67,7004.62
2025-11-01,Email,Winter Sale - Email,1803.84,1069,4200,63,2584.94
2025-11-02,Google Ads,Back to School - Google Ads,463.87,1426,5311,54,3085.39
02/11/2025,TikTok Ads,VIP Retargeting - TikTok Ads,347.24,5759,37479,660,53067.66
2025-11-02,Affiliate,New Customer Acquisition - Affiliate,1973.7,803,49247,94,3891.5
2025-11-03,Email,Flash Promo - Email,2363.84,3332,36456,252,20137.66
11-03-2025,TikTok Ads,Winter Sale - TikTok Ads,512.67,2365,3584,201,32041.6
2025-11-03,Affiliate,New Customer Acquisition - Affiliate,254.49,5323,31243,214,12926.23
2025-11-04,Google Ads,Back to School - Google Ads,668.15,944,58144,44,5247.51
2025-11-04,Meta Ads,Winter Sale - Meta Ads,1206.15,3289,21201,72,11785.84
2025-11-04,TikTok Ads,Summer Deals - TikTok Ads,1969.12,3700,60759,21,1590.36
04/11/2025,Affiliate,Holiday Campaign - Affiliate,727.96,3124,82764,367,29067.59
2025-11-05,Google Ads,Winter Sale - Google Ads,914.0,3460,78396,112,5756.18
2025-11-05,Email,Holiday Campaign - Email,1097.98,1995,36286,0,0.0
2025-11-05,TikTok Ads,New Customer Acquisition - TikTok Ads,1507.17,2672,10070,176,11955.36
05/11/2025,Affiliate,Holiday Campaign - Affiliate,1897.71,1105,29960,1,141.58
2025-11-06,Google Ads,Back to School - Google Ads,2417.43,3014,39125,354,14203.13
06/11/2025,Meta Ads,VIP Retargeting - Meta Ads,276.23,1893,37695,195,19049.12
11-06-2025,TikTok Ads,Summer Deals - TikTok Ads,1916.82,3201,89617,84,12410.94
2025-11-06,Affiliate,Winter Sale - Affiliate,509.72,1762,61366,0,0.0
07/11/2025,Google Ads,New Customer Acquisition - Google Ads,1269.74,1345,78848,65,9994.83
11-07-2025,Meta Ads,Summer Deals - Meta Ads,800.12,4456,63424,293,44419.68
11-07-2025,TikTok Ads,VIP Retargeting - TikTok Ads,1260.11,5726,18433,389,65379.22
11-07-2025,Affiliate,Flash Promo - Affiliate,1515.02,5009,7786,360,47695.26
08/11/2025,Google Ads,Back to School - Google Ads,628.0,4778,17262,465,25923.92
11-08-2025,Meta Ads,New Customer Acquisition - Meta Ads,791.92,5948,54040,258,45493.1
2025-11-08,Email,New Customer Acquisition - Email,1535.74,832,7848,35,2183.12
2025-11-08,TikTok Ads,Back to School - TikTok Ads,1176.82,1868,14599,141,6224.93
11-08-2025,Affiliate,Summer Deals - Affiliate,1818.62,3077,47459,213,21865.09
2025-11-09,Google Ads,VIP Retargeting - Google Ads,1014.53,5687,72890,629,94426.83
11-09-2025,Meta Ads,Flash Promo - Meta Ads,1997.21,3383,87541,250,19994.0
09/11/2025,Email,Holiday Campaign - Email,1109.11,2694,49963,0,0.0
09/11/2025,Affiliate,Flash Promo - Affiliate,1052.68,2255,7860,0,0.0
2025-11-10,Google Ads,New Customer Acquisition - Google Ads,2015.77,1103,50333,117,8197.05
10/11/2025,Meta Ads,Back to School - Meta Ads,851.03,5260,43621,469,22954.25
11-10-2025,Email,New Customer Acquisition - Email,1729.32,444,59319,46,4295.25
10/11/2025,TikTok Ads,VIP Retargeting - TikTok Ads,1699.85,5879,61150,535,95190.43
10/11/2025,Affiliate,Winter Sale - Affiliate,1557.86,4340,45352,468,52131.65
2025-11-11,Meta Ads,VIP Retargeting - Meta Ads,1241.07,5684,63881,463,56563.68
2025-11-11,Email,Winter Sale - Email,946.59,1672,59665,156,9156.8
2025-11-11,TikTok Ads,New Customer Acquisition - TikTok Ads,2328.27,2591,21948,264,46640.2
11-11-2025,Affiliate,Back to School - Affiliate,997.08,3278,18967,71,6445.54
2025-11-12,Google Ads,Summer Deals - Google Ads,2470.55,5299,74489,620,62648.26
2025-11-12,Email,Holiday Campaign - Email,875.21,3677,59187,12,892.96
12/11/2025,TikTok Ads,New Customer Acquisition - TikTok Ads,635.49,1692,53430,8,766.62
2025-11-12,Affiliate,VIP Retargeting - Affiliate,2308.34,868,5699,0,0.0
2025-11-13,Meta Ads,VIP Retargeting - Meta Ads,2408.03,121,64148,4,399.59
13/11/2025,Email,Holiday Campaign - Email,499.57,4382,76835,263,39919.13
11-13-2025,TikTok Ads,Flash Promo - TikTok Ads,2044.43,394,47975,28,1642.32
14/11/2025,Email,VIP Retargeting - Email,265.09,4628,69824,419,17087.73
11-14-2025,TikTok Ads,Summer Deals - TikTok Ads,1082.97,4656,44392,400,52536.51
15/11/2025,Meta Ads,Flash Promo - Meta Ads,303.53,1693,69788,46,2176.48
11-15-2025,Email,Flash Promo - Email,1317.07,4169,87220,248,11765.17
11-16-2025,Google Ads,Holiday Campaign - Google Ads,114.66,1797,35219,102,7724.94
16/11/2025,Meta Ads,VIP Retargeting - Meta Ads,2201.72,4187,17134,405,63638.41
16/11/2025,Email,Summer Deals - Email,1854.18,4323,52734,0,0.0
16/11/2025,TikTok Ads,Flash Promo - TikTok Ads,1588.88,4268,22133,0,0.0
2025-11-16,Affiliate,New Customer Acquisition - Affiliate,1472.85,4367,59375,236,10248.57
2025-11-17,Google Ads,Winter Sale - Google Ads,1317.56,4514,37925,181,31888.81
11-17-2025,Meta Ads,Summer Deals - Meta Ads,2242.03,3507,4709,255,39821.76
11-17-2025,Email,Winter Sale - Email,1776.92,3447,49527,90,4697.42
2025-11-17,TikTok Ads,Winter Sale - TikTok Ads,1464.28,211,3834,6,832.24
11-17-2025,Affiliate,Winter Sale - Affiliate,867.18,5183,70488,38,2149.94
2025-11-18,Google Ads,Summer Deals - Google Ads,591.41,1458,78653,112,5652.88
18/11/2025,Email,Winter Sale - Email,1871.5,5733,56136,404,17840.45
2025-11-18,TikTok Ads,Winter Sale - TikTok Ads,2428.39,521,39506,42,4242.48
2025-11-18,Affiliate,VIP Retargeting - Affiliate,1515.84,844,82711,6,485.3
11-19-2025,Google Ads,New Customer Acquisition - Google Ads,1669.1,2943,17318,314,40124.71
11-19-2025,Meta Ads,Summer Deals - Meta Ads,1183.65,997,57300,83,11438.88
19/11/2025,Affiliate,New Customer Acquisition - Affiliate,623.07,4952,65510,332,15772.42
2025-11-20,TikTok Ads,New Customer Acquisition - TikTok Ads,486.67,2073,14029,38,2667.82
2025-11-20,Affiliate,Back to School - Affiliate,999.27,4525,66296,528,80716.33
11-21-2025,Google Ads,Summer Deals - Google Ads,967.5,4557,85149,322,23423.85
21/11/2025,Meta Ads,Holiday Campaign - Meta Ads,995.36,4374,31631,335,58353.58
11-21-2025,Email,VIP Retargeting - Email,2396.0,2286,8252,248,28882.51
21/11/2025,TikTok Ads,Holiday Campaign - TikTok Ads,1376.55,3097,71014,345,51290.06
21/11/2025,Affiliate,Winter Sale - Affiliate,2498.95,2332,69613,161,22162.29
22/11/2025,Google Ads,Back to School - Google Ads,1770.6,1991,82799,82,11126.74
11-22-2025,Meta Ads,Back to School - Meta Ads,184.12,2564,14085,114,8007.36
11-22-2025,Email,Summer Deals - Email,1474.29,191,74714,17,2112.37
22/11/2025,TikTok Ads,Winter Sale - TikTok Ads,201.04,3181,26370,306,39802.28
11-22-2025,Affiliate,New Customer Acquisition - Affiliate,1365.51,2806,51362,290,48780.62
23/11/2025,Google Ads,Back to School - Google Ads,633.65,3119,13662,37,3452.08
2025-11-23,Meta Ads,Back to School - Meta Ads,1404.4,5266,81605,606,25350.57
2025-11-23,TikTok Ads,Holiday Campaign - TikTok Ads,2186.89,665,40010,75,11864.4
24/11/2025,Google Ads,Holiday Campaign - Google Ads,2365.46,852,68040,81,12237.2
2025-11-24,Meta Ads,Winter Sale - Meta Ads,648.8,4576,27123,440,35123.84
11-24-2025,TikTok Ads,Winter Sale - TikTok Ads,435.31,3595,10685,248,27126.1
24/11/2025,Affiliate,Back to School - Affiliate,1923.97,1419,13448,156,23012.03
11-25-2025,Google Ads,Flash Promo - Google Ads,1200.11,5483,20563,330,54095.01
25/11/2025,Meta Ads,VIP Retargeting - Meta Ads,836.96,5009,41887,233,9677.26
2025-11-25,Email,Flash Promo - Email,239.32,3593,78595,96,7768.71
11-25-2025,TikTok Ads,Back to School - TikTok Ads,842.03,1100,7427,59,2755.9
11-26-2025,Meta Ads,Back to School - Meta Ads,931.13,3486,33577,222,18982.67
26/11/2025,Email,Flash Promo - Email,951.84,3104,54368,169,27398.35
11-26-2025,TikTok Ads,Holiday Campaign - TikTok Ads,2448.57,3999,4210,197,34317.53
2025-11-26,Affiliate,Winter Sale - Affiliate,685.49,5371,63713,30,3009.19
2025-11-27,Google Ads,Flash Promo - Google Ads,534.51,3186,70831,227,10273.01
2025-11-27,Meta Ads,Winter Sale - Meta Ads,1638.11,2751,75240,189,25791.03
2025-11-27,Email,Holiday Campaign - Email,182.28,2129,3003,116,18597.3
28/11/2025,Google Ads,Summer Deals - Google Ads,110.25,542,78931,65,7442.3
28/11/2025,TikTok Ads,New Customer Acquisition - TikTok Ads,1048.58,4034,63183,59,9034.22
2025-11-28,Affiliate,Summer Deals - Affiliate,1450.53,4890,20407,420,58527.5
2025-11-29,Google Ads,Back to School - Google Ads,527.66,5940,28340,436,75907.97
11-29-2025,Meta Ads,Holiday Campaign - Meta Ads,2479.99,159,38086,0,0.0
29/11/2025,Email,Back to School - Email,1830.94,1696,72162,29,2726.51
11-29-2025,TikTok Ads,Back to School - TikTok Ads,1406.97,4347,47324,396,57953.96
2025-11-29,Affiliate,Flash Promo - Affiliate,872.33,724,84819,31,3665.22
2025-11-30,Google Ads,Holiday Campaign - Google Ads,949.69,1570,13721,126,14956.82
2025-11-30,Email,Back to School - Email,494.31,1851,32859,152,18114.9
30/11/2025,TikTok Ads,Holiday Campaign - TikTok Ads,901.24,4231,83040,65,10507.37
30/11/2025,Affiliate,New Customer Acquisition - Affiliate,1665.55,776,4615,83,10267.69
2025-12-01,Google Ads,VIP Retargeting - Google Ads,982.27,1072,74119,106,9195.71
2025-12-01,Meta Ads,Summer Deals - Meta Ads,915.02,2439,25158,112,12666.34
2025-12-02,Google Ads,Back to School - Google Ads,1635.31,2485,82763,295,19793.29
12-02-2025,Email,Summer Deals - Email,1153.78,622,69850,35,1746.24
12-02-2025,TikTok Ads,VIP Retargeting - TikTok Ads,1316.23,5249,84369,309,14866.9
03/12/2025,Meta Ads,Summer Deals - Meta Ads,210.37,2969,72685,254,10742.08
03/12/2025,Email,VIP Retargeting - Email,2152.32,661,75969,0,0.0
12-03-2025,TikTok Ads,Holiday Campaign - TikTok Ads,973.93,4139,37809,120,9490.94
2025-12-04,Google Ads,Winter Sale - Google Ads,1051.65,1156,36990,0,0.0
04/12/2025,Meta Ads,New Customer Acquisition - Meta Ads,1196.95,1756,74037,134,13172.0
2025-12-04,Email,New Customer Acquisition - Email,1441.18,1177,7247,94,4434.41
04/12/2025,Affiliate,Winter Sale - Affiliate,1139.96,3566,43981,1,78.91
12-05-2025,Google Ads,Flash Promo - Google Ads,760.2,4614,52862,0,0.0
05/12/2025,Email,New Customer Acquisition - Email,584.43,1618,88681,20,1727.07
12-05-2025,TikTok Ads,Back to School - TikTok Ads,507.91,283,34413,18,1387.15
2025-12-06,Google Ads,Back to School - Google Ads,109.9,3642,81305,267,36019.91
12-06-2025,Meta Ads,Flash Promo - Meta Ads,2365.91,332,27645,0,0.0
12-06-2025,TikTok Ads,Back to School - TikTok Ads,2093.78,4566,56815,223,25718.7
2025-12-06,Affiliate,Winter Sale - Affiliate,1715.87,2328,45808,267,30030.07
07/12/2025,Google Ads,Back to School - Google Ads,2275.47,545,23261,6,716.25
2025-12-07,Meta Ads,VIP Retargeting - Meta Ads,744.49,5257,67400,0,0.0
12-07-2025,Email,Winter Sale - Email,2170.61,1048,31263,68,9823.7
07/12/2025,TikTok Ads,Back to School - TikTok Ads,2438.67,1769,57071,190,28214.09
08/12/2025,Google Ads,Summer Deals - Google Ads,461.12,5399,62760,275,34277.82
08/12/2025,Meta Ads,Summer Deals - Meta Ads,345.3,809,5083,45,5324.02
12-08-2025,Email,Back to School - Email,1440.63,5774,52050,425,47946.15
12-08-2025,TikTok Ads,Holiday Campaign - TikTok Ads,806.47,5242,60371,294,41878.67
2025-12-08,Affiliate,New Customer Acquisition - Affiliate,695.88,154,63791,0,0.0
2025-12-09,Google Ads,Summer Deals - Google Ads,1801.6,5203,10174,551,56850.94
12-09-2025,Meta Ads,VIP Retargeting - Meta Ads,1388.22,1815,8798,41,3272.88
12-09-2025,Email,VIP Retargeting - Email,1957.26,5919,46865,498,58282.5
12-09-2025,TikTok Ads,New Customer Acquisition - TikTok Ads,221.69,1635,81303,117,14034.1
12-09-2025,Affiliate,Flash Promo - Affiliate,1398.47,4602,9512,439,34373.41
2025-12-10,Meta Ads,Summer Deals - Meta Ads,212.36,2801,43987,276,14620.06
10/12/2025,Email,New Customer Acquisition - Email,1177.11,4089,62170,181,20528.98
10/12/2025,TikTok Ads,Summer Deals - TikTok Ads,315.09,3457,6085,94,13526.25
12-10-2025,Affiliate,VIP Retargeting - Affiliate,1224.94,810,35343,59,5409.11
11/12/2025,Meta Ads,Back to School - Meta Ads,2152.51,2091,23956,201,10029.59
2025-12-11,Email,New Customer Acquisition - Email,470.39,4615,20005,62,10317.94
2025-12-11,TikTok Ads,VIP Retargeting - TikTok Ads,458.85,1346,45949,92,15727.72
12-11-2025,Affiliate,Winter Sale - Affiliate,1792.33,2616,62868,272,40456.33
12/12/2025,Google Ads,Flash Promo - Google Ads,1408.52,946,40799,105,17545.41
12-12-2025,Email,Winter Sale - Email,1566.86,3837,57001,0,0.0
2025-12-12,TikTok Ads,Summer Deals - TikTok Ads,753.08,1718,48075,0,0.0
13/12/2025,Google Ads,Flash Promo - Google Ads,1249.21,2124,57127,129,18567.48
12-13-2025,Meta Ads,VIP Retargeting - Meta Ads,2374.68,1186,18587,1,78.1
13/12/2025,Email,Summer Deals - Email,1456.08,3952,57145,285,24279.58
13/12/2025,Affiliate,Back to School - Affiliate,671.67,3890,75934,242,9969.63
12-14-2025,Google Ads,VIP Retargeting - Google Ads,2147.76,4345,47388,45,5231.64
2025-12-14,Email,Flash Promo - Email,737.98,2260,87849,269,25012.98
