return_id,order_id,product_id,return_date,return_reason,refunded_amount
RET-001134,ORD-010415,PROD-0170,08-08-2025,Late delivery,348.87
RET-001135,ORD-024082,PROD-0151,12-23-2025,Damaged item,25.23
RET-001136,ORD-021609,PROD-0008,01-10-2026,Product not as described,282.2
RET-001137,ORD-004634,PROD-0095,12/12/2025,Defective product,668.54
RET-001138,ORD-004680,PROD-0180,07-02-2025,Late delivery,797.78
RET-001139,ORD-006572,PROD-0059,2025-01-28,Wrong size,425.14
RET-001140,ORD-001527,PROD-0148,2025-06-06,Product not as described,142.42
RET-001141,ORD-012329,PROD-0137,01/11/2025,Damaged item,157.69
RET-001142,ORD-009254,PROD-0137,2025-09-14,Defective product,138.77
RET-001143,ORD-014911,PROD-0140,08/10/2025,Late delivery,342.9
RET-001144,ORD-000542,PROD-0045,04/01/2026,Changed mind,255.89
RET-001145,ORD-003869,PROD-0057,2025-04-29,Late delivery,629.62
RET-001146,ORD-003327,PROD-0070,10-01-2025,Product not as described,580.01
RET-001147,ORD-007311,PROD-0076,06-09-2025,Late delivery,275.05
RET-001148,ORD-017524,PROD-0081,2025-08-22,Product not as described,332.5
RET-001149,ORD-013238,PROD-0066,20/12/2025,Wrong size,372.46
RET-001150,ORD-008980,PROD-0116,2025-10-22,Changed mind,856.82
RET-001151,ORD-000577,PROD-0012,2025-05-07,Changed mind,170.64
RET-001152,ORD-009906,PROD-0138,2025-03-20,Wrong size,479.79
RET-001153,ORD-019861,PROD-0132,11-04-2025,Defective product,202.55
RET-001154,ORD-005399,PROD-0167,2025-02-13,Defective product,271.12
RET-001155,ORD-007134,PROD-0017,2025-05-29,Product not as described,251.34
RET-001156,ORD-008427,PROD-0090,18/03/2025,Changed mind,89.08
RET-001157,ORD-007859,PROD-0171,2025-03-28,Defective product,286.74
RET-001158,ORD-011067,PROD-0123,03/04/2025,Damaged item,270.05
RET-001159,ORD-024434,PROD-0016,11-19-2025,Product not as described,293.69
RET-001160,ORD-020695,PROD-0065,2025-12-08,Product not as described,520.84
RET-001161,ORD-020619,PROD-0113,01/03/2025,Product not as described,1279.8
RET-001162,ORD-005589,PROD-0001,01/01/2026,Damaged item,111.87
RET-001163,ORD-017412,PROD-0126,20/03/2025,Product not as described,131.16
RET-001164,ORD-005266,PROD-0080,07-08-2025,Late delivery,470.42
RET-001165,ORD-020590,PROD-0020,2025-09-25,Late delivery,531.57
RET-001166,ORD-016698,PROD-0151,26/09/2025,Wrong size,24.82
RET-001167,ORD-004914,PROD-0076,11-07-2025,Damaged item,217.45
RET-001168,ORD-012602,PROD-0097,09-02-2025,Damaged item,158.21
RET-001169,ORD-017725,PROD-0050,2025-10-13,Defective product,1266.45
RET-001170,ORD-019665,PROD-0079,2025-03-09,Damaged item,219.32
RET-001171,ORD-008281,PROD-0056,2025-04-15,Product not as described,920.07
RET-001172,ORD-001514,PROD-0141,27/08/2025,Changed mind,215.38
RET-001173,ORD-011561,PROD-0180,2025-04-12,Changed mind,432.84
RET-001174,ORD-007769,PROD-0038,10-18-2025,Damaged item,268.66
RET-001175,ORD-012833,PROD-0023,05-21-2025,Product not as described,135.34
RET-001176,ORD-000875,PROD-0109,11/01/2026,Product not as described,409.32
RET-001177,ORD-024206,PROD-0167,07/02/2025,Defective product,135.21
RET-001178,ORD-017650,PROD-0156,12-14-2025,Changed mind,607.89
RET-001179,ORD-015382,PROD-0131,2025-08-17,Late delivery,928.32
RET-001180,ORD-001937,PROD-0175,2025-03-24,Defective product,286.3
RET-001181,ORD-004738,PROD-0155,14/11/2025,Product not as described,464.88
RET-001182,ORD-009957,PROD-0159,03-17-2025,Damaged item,173.45
RET-001183,ORD-009256,PROD-0163,08/07/2025,Damaged item,2381.79
RET-001184,ORD-000475,PROD-0010,01-22-2025,Damaged item,382.54
RET-001185,ORD-011549,PROD-0056,19/12/2025,Late delivery,620.82
RET-001186,ORD-003128,PROD-0021,2025-08-01,Changed mind,662.78
RET-001187,ORD-003892,PROD-0154,2025-05-09,Wrong size,1830.08
RET-001188,ORD-006114,PROD-0049,17/01/2026,Changed mind,260.33
RET-001189,ORD-009649,PROD-0170,06-07-2025,Damaged item,1412.19
RET-001190,ORD-022014,PROD-0023,2025-07-02,Late delivery,717.88
RET-001191,ORD-024832,PROD-0125,03-08-2025,Product not as described,138.68
RET-001192,ORD-006667,PROD-0108,12-25-2025,Wrong size,1212.95
RET-001193,ORD-012083,PROD-0003,15/03/2025,Changed mind,621.25
RET-001194,ORD-007303,PROD-0078,19/11/2025,Defective product,434.4
RET-001195,ORD-022614,PROD-0003,2025-11-30,Product not as described,401.9
RET-001196,ORD-005643,PROD-0158,09-11-2025,Changed mind,370.86
RET-001197,ORD-007812,PROD-0155,13/04/2025,Product not as described,461.26
RET-001198,ORD-021588,PROD-0047,05/12/2025,Product not as described,46.01
RET-001199,ORD-022693,PROD-0129,11/11/2025,Defective product,571.73
RET-001200,ORD-018565,PROD-0037,2025-01-19,Defective product,383.12
RET-001201,ORD-000468,PROD-0030,12-08-2025,Changed mind,1508.97
RET-001202,ORD-019373,PROD-0165,13/03/2025,Damaged item,1079.62
RET-001203,ORD-005251,PROD-0037,25/05/2025,Late delivery,1035.69
RET-001204,ORD-024989,PROD-0108,12-26-2025,Product not as described,258.37
RET-001205,ORD-007531,PROD-0047,10-18-2025,Defective product,54.74
RET-001206,ORD-017382,PROD-0012,2025-10-27,Late delivery,281.51
RET-001207,ORD-016554,PROD-0174,2025-07-04,Wrong size,47.83
RET-001208,ORD-020757,PROD-0125,2025-07-17,Defective product,304.98
RET-001209,ORD-020744,PROD-0180,03/10/2025,Product not as described,256.66
RET-001210,ORD-014883,PROD-0162,04-25-2025,Changed mind,161.95
RET-001211,ORD-016980,PROD-0176,2025-02-14,Wrong size,113.95
RET-001212,ORD-002444,PROD-0045,07-19-2025,Changed mind,176.83
RET-001213,ORD-009016,PROD-0092,21/03/2025,Product not as described,242.87
RET-001214,ORD-019429,PROD-0046,06-22-2025,Product not as described,85.98
RET-001215,ORD-023114,PROD-0069,07/11/2025,Changed mind,164.64
RET-001216,ORD-012175,PROD-0120,11-04-2025,Changed mind,211.43
RET-001217,ORD-024633,PROD-0114,2025-04-09,Defective product,544.18
RET-001218,ORD-020247,PROD-0028,2025-05-26,Damaged item,1092.96
RET-001219,ORD-008310,PROD-0177,2025-08-17,Defective product,578.78
RET-001220,ORD-013954,PROD-0040,2025-09-04,Changed mind,65.37
RET-001221,ORD-021975,PROD-0116,2025-03-11,Defective product,454.72
RET-001222,ORD-010316,PROD-0115,2025-03-26,Damaged item,141.77
RET-001223,ORD-008426,PROD-0144,2025-11-08,Product not as described,75.24
RET-001224,ORD-024373,PROD-0079,04-24-2025,Product not as described,221.29
RET-001225,ORD-022439,PROD-0165,04-13-2025,Late delivery,348.13
RET-001226,ORD-010392,PROD-0121,09-25-2025,Defective product,648.44
RET-001227,ORD-021826,PROD-0136,29/09/2025,Changed mind,307.34
RET-001228,ORD-007714,PROD-0109,09-13-2025,Defective product,478.49
RET-001229,ORD-014732,PROD-0055,28/02/2025,Changed mind,656.76
RET-001230,ORD-024001,PROD-0013,2026-01-16,Product not as described,2061.12
RET-001231,ORD-009962,PROD-0057,19/03/2025,Changed mind,1603.36
RET-001232,ORD-005089,PROD-0120,10-06-2025,Late delivery,98.65
RET-001233,ORD-005426,PROD-0168,09-08-2025,Damaged item,1735.57
RET-001234,ORD-012589,PROD-0098,21/10/2025,Wrong size,183.1
RET-001235,ORD-013701,PROD-0054,09-07-2025,Product not as described,1098.93
RET-001236,ORD-000007,PROD-0006,03/03/2025,Late delivery,195.97
RET-001237,ORD-013936,PROD-0016,01-10-2026,Damaged item,276.0
RET-001238,ORD-014333,PROD-0154,06-18-2025,Changed mind,547.33
RET-001239,ORD-009207,PROD-0166,22/03/2025,Product not as described,224.88
RET-001240,ORD-003824,PROD-0130,09-21-2025,Defective product,223.95
RET-001241,ORD-005990,PROD-0176,25/06/2025,Late delivery,171.5
RET-001242,ORD-006697,PROD-0167,2025-07-06,Product not as described,229.68
RET-001243,ORD-020589,PROD-0155,11/07/2025,Wrong size,239.81
RET-001244,ORD-023223,PROD-0028,03-04-2025,Product not as described,2079.06
RET-001245,ORD-010718,PROD-0018,2025-10-04,Changed mind,1037.34
RET-001246,ORD-011523,PROD-0046,05-21-2025,Damaged item,120.92
RET-001247,ORD-010439,PROD-0058,27/10/2025,Changed mind,607.72
RET-001248,ORD-024401,PROD-0149,02/10/2025,Defective product,51.67
RET-001249,ORD-008327,PROD-0161,08-09-2025,Defective product,235.48
RET-001250,ORD-008028,PROD-0137,10-07-2025,Changed mind,156.65
RET-001251,ORD-002103,PROD-0088,25/03/2025,Damaged item,672.64
RET-001252,ORD-020761,PROD-0067,11-03-2025,Product not as described,478.07
RET-001253,ORD-022092,PROD-0159,06/06/2025,Late delivery,923.07
RET-001254,ORD-021166,PROD-0063,04-07-2025,Defective product,55.68
RET-001255,ORD-016187,PROD-0006,2025-04-02,Product not as described,1291.9
RET-001256,ORD-006453,PROD-0063,2025-12-15,Changed mind,56.65
RET-001257,ORD-003799,PROD-0049,2025-05-10,Damaged item,378.5
RET-001258,ORD-022814,PROD-0023,06-21-2025,Late delivery,138.51
RET-001259,ORD-004858,PROD-0099,2025-05-25,Changed mind,397.19
RET-001260,ORD-011903,PROD-0126,2025-05-31,Wrong size,37.93
RET-001261,ORD-015286,PROD-0009,03-08-2025,Product not as described,24.52
RET-001262,ORD-003018,PROD-0148,11/11/2025,Changed mind,57.56
RET-001263,ORD-009244,PROD-0058,03-09-2025,Damaged item,521.17
RET-001264,ORD-022887,PROD-0097,03-12-2025,Defective product,220.62
RET-001265,ORD-013472,PROD-0018,02-26-2025,Changed mind,535.02
RET-001266,ORD-011576,PROD-0042,2025-07-05,Changed mind,77.58
RET-001267,ORD-023447,PROD-0075,2025-11-13,Damaged item,46.69
RET-001268,ORD-006853,PROD-0153,09-08-2025,Product not as described,561.91
RET-001269,ORD-014650,PROD-0082,10/08/2025,Product not as described,353.65
RET-001270,ORD-008650,PROD-0095,2025-02-05,Damaged item,960.41
RET-001271,ORD-000757,PROD-0124,09/12/2025,Defective product,911.59
RET-001272,ORD-019803,PROD-0105,23/10/2025,Changed mind,794.67
RET-001273,ORD-011246,PROD-0179,2025-11-14,Wrong size,628.59
RET-001274,ORD-024674,PROD-0068,01-22-2025,Wrong size,39.27
RET-001275,ORD-020404,PROD-0103,07-10-2025,Defective product,152.2
RET-001276,ORD-012440,PROD-0007,04/03/2025,Product not as described,352.61
RET-001277,ORD-016071,PROD-0110,07-21-2025,Changed mind,447.68
RET-001278,ORD-009056,PROD-0059,2025-10-17,Changed mind,266.29
RET-001279,ORD-006342,PROD-0005,2025-08-31,Defective product,229.65
RET-001280,ORD-009171,PROD-0033,2025-10-01,Damaged item,23.1
RET-001281,ORD-016968,PROD-0147,2025-08-23,Changed mind,135.1
RET-001282,ORD-000862,PROD-0073,09-15-2025,Defective product,334.99
RET-001283,ORD-011397,PROD-0079,05/04/2025,Changed mind,418.93
RET-001284,ORD-002595,PROD-0025,28/03/2025,Defective product,154.06
RET-001285,ORD-016406,PROD-0102,2025-12-14,Product not as described,605.74
RET-001286,ORD-013861,PROD-0122,2025-06-14,Product not as described,416.71
RET-001287,ORD-001384,PROD-0115,16/12/2025,Changed mind,190.08
RET-001288,ORD-001355,PROD-0101,06/05/2025,Damaged item,300.66
RET-001289,ORD-014486,PROD-0143,05-13-2025,Wrong size,143.2
RET-001290,ORD-003708,PROD-0144,04-21-2025,Changed mind,160.3
RET-001291,ORD-000606,PROD-0174,04-10-2025,Late delivery,75.66
RET-001292,ORD-002593,PROD-0157,15/01/2026,Changed mind,140.72
RET-001293,ORD-001830,PROD-0163,18/04/2025,Changed mind,314.18
RET-001294,ORD-020926,PROD-0049,05-08-2025,Product not as described,386.3
RET-001295,ORD-012576,PROD-0085,11-07-2025,Wrong size,527.06
RET-001296,ORD-021474,PROD-0044,2025-03-19,Damaged item,159.27
RET-001297,ORD-008092,PROD-0116,08-27-2025,Changed mind,242.5
RET-001298,ORD-008461,PROD-0134,06-23-2025,Product not as described,12.15
RET-001299,ORD-013027,PROD-0038,2026-01-01,Damaged item,383.8
RET-001300,ORD-014481,PROD-0039,2025-08-22,Wrong size,354.92
RET-001301,ORD-014459,PROD-0106,19/02/2025,Wrong size,383.6
RET-001302,ORD-020433,PROD-0031,2025-12-08,Product not as described,1240.35
RET-001303,ORD-011622,PROD-0158,2025-05-06,Product not as described,508.3
RET-001304,ORD-008684,PROD-0066,18/06/2025,Late delivery,448.8
RET-001305,ORD-011763,PROD-0032,2025-04-16,Changed mind,130.09
RET-001306,ORD-018299,PROD-0178,29/01/2025,Wrong size,103.42
RET-001307,ORD-004041,PROD-0098,08/07/2025,Defective product,293.15
RET-001308,ORD-020171,PROD-0012,01-08-2026,Defective product,434.18
RET-001309,ORD-017588,PROD-0103,01/11/2025,Damaged item,117.92
RET-001310,ORD-007348,PROD-0005,24/05/2025,Product not as described,570.61
RET-001311,ORD-000096,PROD-0081,2025-08-25,Wrong size,461.77
RET-001312,ORD-016422,PROD-0006,31/12/2025,Wrong size,236.78
RET-001313,ORD-005174,PROD-0040,07-21-2025,Wrong size,73.91
RET-001314,ORD-012242,PROD-0071,2025-12-28,Product not as described,939.51
RET-001315,ORD-010097,PROD-0120,02-15-2025,Late delivery,69.17
RET-001316,ORD-022634,PROD-0096,2026-01-07,Wrong size,425.56
RET-001317,ORD-023869,PROD-0163,12-28-2025,Product not as described,396.6
RET-001318,ORD-004860,PROD-0116,2025-08-02,Late delivery,266.2
RET-001319,ORD-012266,PROD-0092,03-28-2025,Wrong size,193.41
RET-001320,ORD-000444,PROD-0134,2025-09-13,Product not as described,18.65
RET-001321,ORD-005981,PROD-0180,2025-05-29,Damaged item,408.38
RET-001322,ORD-002666,PROD-0176,2025-04-01,Damaged item,218.48
RET-001323,ORD-014993,PROD-0122,15/06/2025,Product not as described,638.52
RET-001324,ORD-011360,PROD-0109,2025-04-25,Wrong size,180.34
RET-001325,ORD-011507,PROD-0107,2025-06-21,Product not as described,115.15
RET-001326,ORD-023340,PROD-0101,02-14-2025,Late delivery,202.49
RET-001327,ORD-016925,PROD-0142,06/07/2025,Late delivery,1163.28
RET-001328,ORD-004186,PROD-0028,04/11/2025,Late delivery,528.83
RET-001329,ORD-018269,PROD-0168,05/11/2025,Damaged item,306.02
RET-001330,ORD-013056,PROD-0158,2025-03-10,Defective product,303.5
RET-001331,ORD-021420,PROD-0151,31/08/2025,Damaged item,42.71
RET-001332,ORD-021347,PROD-0136,2025-03-11,Changed mind,398.72
RET-001333,ORD-022774,PROD-0039,12-08-2025,Changed mind,386.1
RET-001334,ORD-008581,PROD-0133,22/01/2025,Wrong size,322.15
RET-001335,ORD-003857,PROD-0174,12/12/2025,Damaged item,101.16
RET-001336,ORD-014235,PROD-0124,18/06/2025,Late delivery,718.86
RET-001337,ORD-001732,PROD-0056,27/02/2025,Product not as described,505.61
RET-001338,ORD-002544,PROD-0011,2025-10-18,Wrong size,588.71
RET-001339,ORD-000263,PROD-0100,01-31-2026,Product not as described,882.62
RET-001340,ORD-015387,PROD-0063,14/01/2026,Changed mind,146.78
RET-001341,ORD-020283,PROD-0147,09-20-2025,Defective product,64.96
RET-001342,ORD-020623,PROD-0084,22/04/2025,Product not as described,619.36
RET-001343,ORD-022047,PROD-0057,01-29-2025,Late delivery,265.34
RET-001344,ORD-004437,PROD-0095,05/08/2025,Changed mind,287.33
RET-001345,ORD-006628,PROD-0035,31/05/2025,Defective product,695.82
RET-001346,ORD-008189,PROD-0164,21/09/2025,Defective product,306.6
RET-001347,ORD-020887,PROD-0011,23/04/2025,Product not as described,393.48
RET-001348,ORD-020927,PROD-0047,22/11/2025,Changed mind,28.38
RET-001349,ORD-001394,PROD-0031,11-24-2025,Wrong size,432.72
RET-001350,ORD-023522,PROD-0118,10-09-2025,Defective product,7.79
RET-001351,ORD-009670,PROD-0057,2025-07-21,Changed mind,537.02
RET-001352,ORD-023739,PROD-0091,05/03/2025,Wrong size,251.65
RET-001353,ORD-012486,PROD-0163,28/09/2025,Product not as described,430.24
RET-001354,ORD-007882,PROD-0131,17/04/2025,Wrong size,217.77
RET-001355,ORD-012385,PROD-0004,2025-09-10,Product not as described,663.3
RET-001356,ORD-001309,PROD-0072,08-13-2025,Changed mind,99.13
RET-001357,ORD-014672,PROD-0136,12-14-2025,Product not as described,1225.74
RET-001358,ORD-024404,PROD-0026,07-15-2025,Changed mind,595.51
RET-001359,ORD-008445,PROD-0158,01/08/2025,Product not as described,870.66
RET-001360,ORD-002761,PROD-0019,2025-07-11,Product not as described,106.29
RET-001361,ORD-003003,PROD-0091,22/02/2025,Wrong size,1051.08
RET-001362,ORD-010429,PROD-0116,10-25-2025,Changed mind,330.2
RET-001363,ORD-017465,PROD-0141,03-10-2025,Changed mind,748.83
RET-001364,ORD-022915,PROD-0156,2025-02-05,Changed mind,661.47
RET-001365,ORD-000239,PROD-0066,01-02-2026,Wrong size,1056.87
RET-001366,ORD-006800,PROD-0180,2025-03-10,Defective product,404.76
RET-001367,ORD-006171,PROD-0066,26/08/2025,Late delivery,671.16
RET-001368,ORD-003976,PROD-0078,2025-04-11,Damaged item,235.49
RET-001369,ORD-019787,PROD-0112,2025-12-15,Defective product,201.79
RET-001370,ORD-015848,PROD-0175,2025-12-13,Changed mind,285.77
RET-001371,ORD-024255,PROD-0079,04-10-2025,Wrong size,1211.52
RET-001372,ORD-006716,PROD-0053,2025-02-12,Late delivery,11.82
RET-001373,ORD-011822,PROD-0059,04/09/2025,Changed mind,843.42
RET-001374,ORD-014462,PROD-0095,05-20-2025,Changed mind,526.72
RET-001375,ORD-018487,PROD-0086,11/08/2025,Changed mind,565.34
RET-001376,ORD-003446,PROD-0109,12-18-2025,Late delivery,217.69
RET-001377,ORD-023494,PROD-0085,04-29-2025,Defective product,135.77
RET-001378,ORD-024950,PROD-0020,10-07-2025,Changed mind,1624.85
RET-001379,ORD-017242,PROD-0053,10-01-2025,Wrong size,10.35
RET-001380,ORD-022036,PROD-0020,04-15-2025,Defective product,562.97
RET-001381,ORD-014004,PROD-0095,12-17-2025,Changed mind,321.19
RET-001382,ORD-002954,PROD-0007,06/07/2025,Late delivery,909.44
RET-001383,ORD-020499,PROD-0005,28/01/2025,Defective product,201.66
RET-001384,ORD-022124,PROD-0005,2025-11-07,Wrong size,475.26
RET-001385,ORD-017614,PROD-0045,07-10-2025,Changed mind,96.79
RET-001386,ORD-003207,PROD-0105,2025-12-20,Late delivery,487.15
RET-001387,ORD-004030,PROD-0131,02-26-2025,Late delivery,666.84
RET-001388,ORD-006174,PROD-0028,2025-07-21,Defective product,896.22
RET-001389,ORD-006222,PROD-0031,23/05/2025,Damaged item,1372.72
RET-001390,ORD-015854,PROD-0130,13/06/2025,Product not as described,343.35
RET-001391,ORD-011093,PROD-0054,2025-02-27,Defective product,621.42
RET-001392,ORD-015059,PROD-0095,04-04-2025,Late delivery,418.5
RET-001393,ORD-021293,PROD-0171,2025-11-08,Damaged item,266.63
RET-001394,ORD-003734,PROD-0103,12-08-2025,Defective product,246.31
RET-001395,ORD-007675,PROD-0146,2026-01-02,Product not as described,1278.91
RET-001396,ORD-014070,PROD-0137,04-13-2025,Wrong size,230.13
RET-001397,ORD-008901,PROD-0083,2025-12-22,Damaged item,364.04
RET-001398,ORD-009965,PROD-0140,2026-01-24,Product not as described,314.16
RET-001399,ORD-004563,PROD-0057,11/11/2025,Defective product,518.98
RET-001400,ORD-002752,PROD-0003,15/11/2025,Wrong size,1219.52
RET-001401,ORD-019350,PROD-0167,05-26-2025,Wrong size,138.78
RET-001402,ORD-004829,PROD-0022,11-15-2025,Wrong size,304.91
RET-001403,ORD-014443,PROD-0125,07-19-2025,Product not as described,214.47
RET-001404,ORD-004745,PROD-0002,19/04/2025,Damaged item,97.2
RET-001405,ORD-016040,PROD-0066,03-16-2025,Defective product,299.75
RET-001406,ORD-022364,PROD-0099,07-05-2025,Defective product,668.16
RET-001407,ORD-015758,PROD-0110,01-18-2025,Defective product,1334.46
RET-001408,ORD-007606,PROD-0071,2025-06-21,Product not as described,520.63
RET-001409,ORD-011501,PROD-0088,09/07/2025,Damaged item,153.24
RET-001410,ORD-006474,PROD-0053,01-31-2026,Product not as described,37.74
RET-001411,ORD-004033,PROD-0135,2025-11-28,Product not as described,382.5
RET-001412,ORD-012832,PROD-0018,11-03-2025,Changed mind,1239.5
RET-001413,ORD-021778,PROD-0107,2025-08-28,Product not as described,137.02
RET-001414,ORD-019414,PROD-0058,17/12/2025,Damaged item,805.88
RET-001415,ORD-017300,PROD-0023,2025-08-25,Damaged item,100.27
RET-001416,ORD-022386,PROD-0171,05-19-2025,Product not as described,827.85
RET-001417,ORD-019780,PROD-0124,03-05-2025,Product not as described,482.25
RET-001418,ORD-007817,PROD-0058,09-12-2025,Wrong size,1100.05
RET-001419,ORD-016630,PROD-0115,05-17-2025,Damaged item,191.3
RET-001420,ORD-000036,PROD-0149,01-01-2026,Defective product,60.15
RET-001421,ORD-004709,PROD-0136,27/02/2025,Late delivery,382.1
RET-001422,ORD-002005,PROD-0056,2025-08-21,Wrong size,191.42
RET-001423,ORD-011928,PROD-0006,31/05/2025,Defective product,242.15
RET-001424,ORD-019988,PROD-0067,02/05/2025,Damaged item,1007.25
RET-001425,ORD-003636,PROD-0140,28/05/2025,Defective product,91.21
RET-001426,ORD-002921,PROD-0099,2025-06-03,Changed mind,163.74
RET-001427,ORD-008195,PROD-0173,08-25-2025,Wrong size,62.6
RET-001428,ORD-019754,PROD-0047,09-07-2025,Defective product,26.59
RET-001429,ORD-013682,PROD-0131,2026-02-02,Product not as described,735.13
RET-001430,ORD-018809,PROD-0044,21/07/2025,Defective product,81.37
RET-001431,ORD-000640,PROD-0047,2025-06-29,Product not as described,47.4
RET-001432,ORD-014825,PROD-0014,2025-10-19,Defective product,991.84
RET-001433,ORD-015005,PROD-0121,2025-08-10,Defective product,414.38
RET-001434,ORD-009389,PROD-0058,20/03/2025,Wrong size,608.51
RET-001435,ORD-008873,PROD-0065,02-01-2026,Damaged item,340.1
RET-001436,ORD-000916,PROD-0081,18/08/2025,Damaged item,1222.1
RET-001437,ORD-024865,PROD-0152,2025-04-27,Defective product,272.28
RET-001438,ORD-024352,PROD-0053,08-08-2025,Changed mind,23.54
RET-001439,ORD-001624,PROD-0024,2025-08-25,Damaged item,1210.6
RET-001440,ORD-023307,PROD-0107,15/03/2025,Damaged item,80.63
RET-001441,ORD-007030,PROD-0111,2025-04-24,Late delivery,118.35
RET-001442,ORD-014641,PROD-0152,04-27-2025,Late delivery,932.36
RET-001443,ORD-021002,PROD-0123,2025-11-28,Wrong size,480.74
RET-001444,ORD-002940,PROD-0119,12/03/2025,Late delivery,293.22
RET-001445,ORD-013992,PROD-0113,05-15-2025,Damaged item,490.29
RET-001446,ORD-002049,PROD-0124,11-04-2025,Late delivery,467.59
RET-001447,ORD-006477,PROD-0081,11-22-2025,Wrong size,260.95
RET-001448,ORD-004453,PROD-0131,12-14-2025,Product not as described,390.73
RET-001449,ORD-015220,PROD-0081,2025-08-09,Late delivery,342.47
RET-001450,ORD-006705,PROD-0163,2025-03-01,Defective product,1216.82
RET-001451,ORD-018133,PROD-0040,12-03-2025,Late delivery,71.69
RET-001452,ORD-014483,PROD-0085,18/01/2026,Wrong size,164.39
RET-001453,ORD-013222,PROD-0148,09-13-2025,Wrong size,30.97
RET-001454,ORD-012738,PROD-0047,2025-05-01,Wrong size,46.11
RET-001455,ORD-024479,PROD-0077,08/12/2025,Changed mind,40.53
RET-001456,ORD-017185,PROD-0099,08/05/2025,Late delivery,405.72
RET-001457,ORD-022414,PROD-0073,2025-08-18,Changed mind,258.89
RET-001458,ORD-006425,PROD-0156,07-02-2025,Wrong size,90.83
RET-001459,ORD-002585,PROD-0048,06-20-2025,Wrong size,1698.43
RET-001460,ORD-015891,PROD-0007,04-07-2025,Changed mind,348.25
RET-001461,ORD-016643,PROD-0098,08-11-2025,Wrong size,408.68
RET-001462,ORD-003149,PROD-0049,05-28-2025,Product not as described,311.15
RET-001463,ORD-012422,PROD-0048,05-09-2025,Changed mind,1073.12
RET-001464,ORD-005620,PROD-0111,2025-04-02,Defective product,125.65
RET-001465,ORD-010944,PROD-0148,2025-06-15,Product not as described,102.41
RET-001466,ORD-012950,PROD-0064,16/04/2025,Product not as described,358.91
RET-001467,ORD-001939,PROD-0045,01-08-2026,Wrong size,176.78
RET-001468,ORD-021963,PROD-0164,16/01/2025,Changed mind,531.36
RET-001469,ORD-004108,PROD-0180,2026-01-04,Defective product,403.59
RET-001470,ORD-010448,PROD-0110,12/01/2026,Defective product,648.34
RET-001471,ORD-004440,PROD-0117,29/08/2025,Changed mind,240.2
RET-001472,ORD-019877,PROD-0129,20/06/2025,Product not as described,296.31
RET-001473,ORD-002877,PROD-0119,23/05/2025,Product not as described,369.61
RET-001474,ORD-020921,PROD-0101,01/03/2025,Late delivery,439.07
RET-001475,ORD-023134,PROD-0153,10-22-2025,Damaged item,391.21
RET-001476,ORD-009503,PROD-0131,01/09/2025,Wrong size,486.58
RET-001477,ORD-008348,PROD-0094,2025-07-22,Damaged item,659.44
RET-001478,ORD-015002,PROD-0139,2025-09-18,Damaged item,136.92
RET-001479,ORD-022382,PROD-0112,06/03/2025,Wrong size,191.63
RET-001480,ORD-024417,PROD-0046,19/06/2025,Wrong size,128.33
RET-001481,ORD-016458,PROD-0147,2025-08-13,Defective product,67.99
RET-001482,ORD-015987,PROD-0066,15/05/2025,Product not as described,372.6
RET-001483,ORD-019548,PROD-0023,05-22-2025,Damaged item,184.36
RET-001484,ORD-000331,PROD-0159,2025-02-28,Defective product,208.99
RET-001485,ORD-004253,PROD-0142,07-04-2025,Changed mind,1073.68
RET-001486,ORD-021162,PROD-0176,05-30-2025,Damaged item,167.38
RET-001487,ORD-017299,PROD-0036,17/08/2025,Changed mind,486.4
RET-001488,ORD-018467,PROD-0064,2025-06-20,Product not as described,282.86
RET-001489,ORD-015266,PROD-0142,09-27-2025,Wrong size,679.74
RET-001490,ORD-010732,PROD-0013,06-09-2025,Defective product,433.32
RET-001491,ORD-024002,PROD-0049,10-01-2025,Late delivery,757.08
RET-001492,ORD-020432,PROD-0159,28/11/2025,Defective product,954.93
RET-001493,ORD-008164,PROD-0059,01-20-2026,Product not as described,337.61
RET-001494,ORD-000613,PROD-0007,03/02/2026,Product not as described,605.61
RET-001495,ORD-005336,PROD-0133,21/02/2025,Wrong size,962.48
RET-001496,ORD-011805,PROD-0153,2025-06-09,Changed mind,1769.49
RET-001497,ORD-024932,PROD-0175,2025-09-23,Product not as described,382.32
RET-001498,ORD-002634,PROD-0037,03-13-2025,Product not as described,268.11
RET-001499,ORD-005572,PROD-0092,12-13-2025,Product not as described,1538.04
RET-001500,ORD-023236,PROD-0015,2025-11-24,Wrong size,122.83
RET-001501,ORD-016348,PROD-0128,10-16-2025,Damaged item,90.12
RET-001502,ORD-019531,PROD-0086,06-23-2025,Damaged item,567.83
RET-001503,ORD-002558,PROD-0048,07-30-2025,Late delivery,597.74
RET-001504,ORD-014243,PROD-0098,30/12/2025,Late delivery,148.84
RET-001505,ORD-003059,PROD-0101,2025-08-06,Defective product,585.09
RET-001506,ORD-003381,PROD-0004,12-15-2025,Late delivery,321.49
RET-001507,ORD-004354,PROD-0161,07-07-2025,Wrong size,62.69
RET-001508,ORD-008626,PROD-0001,11-20-2025,Damaged item,203.68
RET-001509,ORD-021414,PROD-0180,2025-10-26,Late delivery,1022.3
RET-001510,ORD-012740,PROD-0175,2025-05-11,Defective product,411.58
RET-001511,ORD-016885,PROD-0166,01-23-2026,Product not as described,450.23
